The incidence matrix:
v\e|  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99100101102103104105106107108109110111112113114115116117118119120121
 10|  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  1 -1  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  2 -1  1 -1  1 -1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 11|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0 -1  1 -1  1 -1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 12|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0 -1  1 -1  1 -1  1 -1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 13|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  1 -1  0  0  0  0  1 -1  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 14|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  1 -1  0  0  0  0 -1  1 -1  1  0  0  0  0  0  0  0  0  0  0
 15|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -1  1  0  0  0  0  0  0  0  0
 16|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2 -1  1 -1  1  0  0  0
 17|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 18|  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0 -1  1  0
 19|  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  1 -1  1 -1  0  1 -1  0  0  1 -1  0
 20|  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  1 -1  0  0  2
The adjacency matrix:
v\u|  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
---|------------------------------------------------------------
  1|  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  1  0  1
  2|  0  0  0  1  0  1  0  0  1  0  1  0  0  0  0  0  0  1  0  0
  3|  0  0  1  0  0  1  0  1  0  0  0  0  1  1  1  0  0  0  1  0
  4|  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  1  0  0
  5|  1  0  0  0  1  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0
  6|  0  1  1  0  0  0  0  0  0  1  0  0  0  0  1  1  0  0  1  0
  7|  0  0  0  0  0  0  0  1  0  0  0  0  1  1  0  0  1  1  1  0
  8|  0  0  1  0  0  0  1  0  0  1  1  1  1  1  1  0  1  0  1  0
  9|  0  1  0  0  1  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0
 10|  1  0  0  1  1  1  0  1  1  1  1  0  1  0  0  0  1  0  0  0
 11|  0  1  0  0  1  0  0  1  0  1  0  1  1  1  0  0  0  0  0  0
 12|  0  0  0  0  0  0  0  1  0  0  1  0  1  1  0  0  0  0  1  1
 13|  0  0  1  0  0  0  1  1  1  1  1  1  0  0  0  0  0  0  0  0
 14|  0  0  1  0  0  0  1  1  1  0  1  1  0  0  0  0  0  1  1  0
 15|  0  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0
 16|  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  1  1
 17|  0  0  0  1  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0
 18|  1  1  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1  0
 19|  0  0  1  0  0  1  1  1  0  0  0  1  0  1  1  1  0  1  0  0
 20|  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1
N  | The vertex indegree
---|--------------------
  1|  4
  2|  5
  3|  7
  4|  4
  5|  5
  6|  6
  7|  6
  8| 10
  9|  5
 10| 10
 11|  7
 12|  6
 13|  7
 14|  8
 15|  4
 16|  4
 17|  4
 18|  6
 19|  9
 20|  4
N  | The vertex outdegree
---|---------------------
  1|  4
  2|  5
  3|  7
  4|  4
  5|  5
  6|  6
  7|  6
  8| 10
  9|  5
 10| 10
 11|  7
 12|  6
 13|  7
 14|  8
 15|  4
 16|  4
 17|  4
 18|  6
 19|  9
 20|  4
N  | The vertex degree
---|------------------
  1|  8
  2| 10
  3| 14
  4|  8
  5| 10
  6| 12
  7| 12
  8| 20
  9| 10
 10| 20
 11| 14
 12| 12
 13| 14
 14| 16
 15|  8
 16|  8
 17|  8
 18| 12
 19| 18
 20|  8
Graph isn't homogeneous.
Isolated vertices:
List is empty.
Leaf vertices:
List is empty.
The distance matrix:
v\u|  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
---|------------------------------------------------------------
  1|  0  2  3  2  1  2  2  2  2  1  2  2  2  2  3  2  2  1  2  1
  2|  2  0  2  1  2  1  2  2  1  2  1  2  2  2  2  2  2  1  2  3
  3|  3  2  0  3  3  1  2  1  2  2  2  2  1  1  1  2  2  2  1  3
  4|  2  1  3  0  2  2  2  2  2  1  2  3  2  2  3  3  1  1  2  3
  5|  1  2  3  2  0  2  3  2  1  1  1  2  2  2  3  3  2  2  3  2
  6|  2  1  1  2  2  0  2  2  2  1  2  2  2  2  1  1  2  2  1  2
  7|  2  2  2  2  3  2  0  1  2  2  2  2  1  1  2  2  1  1  1  3
  8|  2  2  1  2  2  2  1  0  2  1  1  1  1  1  1  2  1  2  1  2
  9|  2  1  2  2  1  2  2  2  0  1  2  2  1  1  3  3  2  2  2  3
 10|  1  2  2  1  1  1  2  1  1  0  1  2  1  2  2  2  1  2  2  2
 11|  2  1  2  2  1  2  2  1  2  1  0  1  1  1  2  3  2  2  2  2
 12|  2  2  2  3  2  2  2  1  2  2  1  0  1  1  2  2  2  2  1  1
 13|  2  2  1  2  2  2  1  1  1  1  1  1  0  2  2  3  2  2  2  2
 14|  2  2  1  2  2  2  1  1  1  2  1  1  2  0  2  2  2  1  1  2
 15|  3  2  1  3  3  1  2  1  3  2  2  2  2  2  0  2  2  2  1  3
 16|  2  2  2  3  3  1  2  2  3  2  3  2  3  2  2  0  3  2  1  1
 17|  2  2  2  1  2  2  1  1  2  1  2  2  2  2  2  3  0  2  2  3
 18|  1  1  2  1  2  2  1  2  2  2  2  2  2  1  2  2  2  0  1  2
 19|  2  2  1  2  3  1  1  1  2  2  2  1  2  1  1  1  2  1  0  2
 20|  1  3  3  3  2  2  3  2  3  2  2  1  2  2  3  1  3  2  2  0
The reachability matrix:
v\u|  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
---|------------------------------------------------------------
  1|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  2|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  3|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  4|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  5|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  6|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  7|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  8|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  9|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 10|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 11|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 12|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 13|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 14|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 15|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 16|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 17|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 18|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 19|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 20|  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
Simple cycles founded, some of them:
[1, 5, 1]
[5, 5]
[1, 5, 9, 2, 4, 10, 1]
[5, 9, 2, 4, 10, 5]
[2, 4, 10, 6, 2]
[8, 7, 13, 8]
[9, 2, 4, 10, 6, 3, 8, 7, 13, 9]
[5, 9, 2, 4, 10, 6, 3, 8, 7, 13, 11, 5]
[10, 6, 3, 8, 7, 13, 11, 10]
[9, 2, 4, 10, 6, 3, 8, 7, 13, 11, 12, 14, 9]
[1, 5, 9, 2, 4, 10, 6, 3, 8, 7, 13, 11, 12, 14, 18, 1]
[6, 3, 8, 7, 13, 11, 12, 14, 18, 19, 6]
[8, 7, 13, 11, 12, 14, 18, 19, 8]
[1, 5, 9, 2, 4, 10, 6, 3, 8, 7, 13, 11, 12, 14, 18, 19, 16, 20, 1]
[2, 4, 10, 1, 5, 9, 13, 3, 6, 15, 8, 7, 14, 11, 2]
[2, 4, 10, 1, 5, 9, 13, 3, 6, 15, 8, 7, 14, 11, 12, 19, 18, 2]
[4, 10, 1, 5, 9, 13, 3, 6, 15, 8, 7, 14, 11, 12, 19, 18, 4]
[2, 4, 10, 1, 5, 9, 13, 7, 8, 11, 12, 14, 18, 2]
Graph is strongly connected.
BFS log:
Vertex | BFS-number | Queue
     1 |          1 |  1 
     5 |          2 |  1   5 
    10 |          3 |  1   5  10 
    18 |          4 |  1   5  10  18 
    20 |          5 |  1   5  10  18  20 
    -- |         -- |  5  10  18  20 
     9 |          6 |  5  10  18  20   9 
    11 |          7 |  5  10  18  20   9  11 
    -- |         -- | 10  18  20   9  11 
     4 |          8 | 10  18  20   9  11   4 
     6 |          9 | 10  18  20   9  11   4   6 
     8 |         10 | 10  18  20   9  11   4   6   8 
    13 |         11 | 10  18  20   9  11   4   6   8  13 
    17 |         12 | 10  18  20   9  11   4   6   8  13  17 
    -- |         -- | 18  20   9  11   4   6   8  13  17 
     2 |         13 | 18  20   9  11   4   6   8  13  17   2 
     7 |         14 | 18  20   9  11   4   6   8  13  17   2   7 
    14 |         15 | 18  20   9  11   4   6   8  13  17   2   7  14 
    19 |         16 | 18  20   9  11   4   6   8  13  17   2   7  14  19 
    -- |         -- | 20   9  11   4   6   8  13  17   2   7  14  19 
    12 |         17 | 20   9  11   4   6   8  13  17   2   7  14  19  12 
    16 |         18 | 20   9  11   4   6   8  13  17   2   7  14  19  12  16 
    -- |         -- |  9  11   4   6   8  13  17   2   7  14  19  12  16 
    -- |         -- | 11   4   6   8  13  17   2   7  14  19  12  16 
    -- |         -- |  4   6   8  13  17   2   7  14  19  12  16 
    -- |         -- |  6   8  13  17   2   7  14  19  12  16 
     3 |         19 |  6   8  13  17   2   7  14  19  12  16   3 
    15 |         20 |  6   8  13  17   2   7  14  19  12  16   3  15 
    -- |         -- |  8  13  17   2   7  14  19  12  16   3  15 
    -- |         -- | 13  17   2   7  14  19  12  16   3  15 
    -- |         -- | 17   2   7  14  19  12  16   3  15 
    -- |         -- |  2   7  14  19  12  16   3  15 
    -- |         -- |  7  14  19  12  16   3  15 
    -- |         -- | 14  19  12  16   3  15 
    -- |         -- | 19  12  16   3  15 
    -- |         -- | 12  16   3  15 
    -- |         -- | 16   3  15 
    -- |         -- |  3  15 
    -- |         -- | 15 
    -- |         -- |
DFS log:
Vertex | DFS-number | Stack
     1 |          1 |  1 
     5 |          2 |  1   5 
     9 |          3 |  1   5   9 
     2 |          4 |  1   5   9   2 
     4 |          5 |  1   5   9   2   4 
    10 |          6 |  1   5   9   2   4  10 
     6 |          7 |  1   5   9   2   4  10   6 
     3 |          8 |  1   5   9   2   4  10   6   3 
     8 |          9 |  1   5   9   2   4  10   6   3   8 
     7 |         10 |  1   5   9   2   4  10   6   3   8   7 
    13 |         11 |  1   5   9   2   4  10   6   3   8   7  13 
    11 |         12 |  1   5   9   2   4  10   6   3   8   7  13  11 
    12 |         13 |  1   5   9   2   4  10   6   3   8   7  13  11  12 
    14 |         14 |  1   5   9   2   4  10   6   3   8   7  13  11  12  14 
    18 |         15 |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18 
    19 |         16 |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19 
    15 |         17 |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19  15 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19 
    16 |         18 |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19  16 
    20 |         19 |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19  16  20 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19  16 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18  19 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11  12  14  18 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11  12  14 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11  12 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13  11 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7  13 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7 
    17 |         20 |  1   5   9   2   4  10   6   3   8   7  17 
    -- |         -- |  1   5   9   2   4  10   6   3   8   7 
    -- |         -- |  1   5   9   2   4  10   6   3   8 
    -- |         -- |  1   5   9   2   4  10   6   3 
    -- |         -- |  1   5   9   2   4  10   6 
    -- |         -- |  1   5   9   2   4  10 
    -- |         -- |  1   5   9   2   4 
    -- |         -- |  1   5   9   2 
    -- |         -- |  1   5   9 
    -- |         -- |  1   5 
    -- |         -- |  1 
    -- |         -- |
